waybill_id,vehicle_no,schedule_trip_id,route_id
1265770,I1458,4364,2789
1265770,I1458,4364,2788
1265770,I1458,4364,2788
1265770,I1458,4364,2788
1265771,TNK0761,630,1010
1265771,TNK0761,630,1010
1265771,TNK0761,630,1010
1265771,TNK0761,630,1010
1265771,TNK0761,630,965
1265771,TNK0761,630,965
1265771,TNK0761,630,965
1265771,TNK0761,630,965
1265771,TNK0761,630,914
1265771,TNK0761,630,912
1265771,TNK0761,630,912
1265771,TNK0761,630,780
1265771,TNK0761,630,780
1265771,TNK0761,630,779
1265799,I0510,315,636
1265799,I0510,315,636
1265799,I0510,315,636
1265799,I0510,315,636
1265799,I0510,315,634
1265799,I0510,315,634
1265799,I0510,315,634
1265799,I0510,315,634
1265797,J1746,3382,1949
1265797,J1746,3382,1946
1265797,J1746,3382,10
1265797,J1746,3382,10
1265797,J1746,3382,9
1265797,J1746,3382,9
1265797,J1746,3382,8
1265797,J1746,3382,7
1265797,J1746,3382,7
1265803,J1159,1779,2586
1265803,J1159,1779,2586
1265803,J1159,1779,2586
1265803,J1159,1779,2585
1265803,J1159,1779,2585
1265803,J1159,1779,2585
1265803,J1159,1779,2585
1265803,J1159,1779,2583
1265803,J1159,1779,2586
1265774,K0140,6350,5413
1265774,K0140,6350,63
1265774,K0140,6350,64
1265774,K0140,6350,63
1265774,K0140,6350,64
1265774,K0140,6350,63
1265774,K0140,6350,64
1265774,K0140,6350,5412
1265804,K0263,5843,2396
1265804,K0263,5843,2395
1265804,K0263,5843,2394
1265804,K0263,5843,2393
1265804,K0263,5843,2396
1265804,K0263,5843,2395
1265804,K0263,5843,2394
1265804,K0263,5843,2393
1265805,J0310,2196,4639
1265805,J0310,2196,4639
1265805,J0310,2196,4639
1265805,J0310,2196,4639
1265805,J0310,2196,4639
1265805,J0310,2196,4638
1265805,J0310,2196,4638
1265805,J0310,2196,4638
1265805,J0310,2196,4638
1265805,J0310,2196,4638
1265805,J0310,2196,4639
1265805,J0310,2196,4638
1265805,J0310,2196,4639
1265805,J0310,2196,4638
1265806,J1784,2674,3529
1265806,J1784,2674,543
1265806,J1784,2674,546
1265806,J1784,2674,543
1265806,J1784,2674,546
1265806,J1784,2674,543
1265806,J1784,2674,546
1265806,J1784,2674,3533
1265806,J1784,2674,3532
1265807,J0651,4839,4900
1265807,J0651,4839,4899
1265807,J0651,4839,4900
1265807,J0651,4839,4899
1265807,J0651,4839,4900
1265807,J0651,4839,4899
1265807,J0651,4839,4900
1265807,J0651,4839,4899
1265807,J0651,4839,4900
1265807,J0651,4839,4899
1265807,J0651,4839,4900
1265807,J0651,4839,4899
1265807,J0651,4839,4900
1265807,J0651,4839,4899
1265807,J0651,4839,4900
1265807,J0651,4839,4899
1265808,J0417,5682,761
1265808,J0417,5682,875
1265808,J0417,5682,761
1265808,J0417,5682,4746
1265808,J0417,5682,761
1265808,J0417,5682,875
1265808,J0417,5682,877
1265808,J0417,5682,762
1265809,J2093,4019,1009
1265809,J2093,4019,1009
1265809,J2093,4019,1008
1265809,J2093,4019,969
1265809,J2093,4019,968
1265809,J2093,4019,968
1265810,J0169,2933,2883
1265810,J0169,2933,2881
1265810,J0169,2933,2881
1265810,J0169,2933,2880
1265810,J0169,2933,2880
1265810,J0169,2933,2880
1265810,J0169,2933,2880
1265810,J0169,2933,2881
1265810,J0169,2933,2880
1265810,J0169,2933,2881
1265810,J0169,2933,2880
1265810,J0169,2933,2879
1265810,J0169,2933,2881
1265811,K0371,938,1725
